frame,body,body_id,confidence,tracking_state,action_state,x,y,z,vx,xy,vz,width,height,length,mask,nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear
35,0,0,93.47707,OK,MOVING,0.31052,0.15098,1.71118,-0.27007,-0.27725,0.89807,0.53459,0.71829,0.53459,n/a sl::Mat not initialised,[ 0.279065   -0.16358131  1.6792122 ],[0.31760517 0.02297983 1.6606147 ],[0.49506927 0.04266828 1.6763167 ],[0.49938163 0.2767738  1.7253623 ],[0.48807287 0.43990004 1.8871455 ],[0.14014107 0.00329128 1.644913  ],[0.06442706 0.22957364 1.6620338 ],[0.10464352 0.09563255 1.8446655 ],[0.34448582 0.49955437 1.8002707 ],[0.2664503 0.6914592 1.8612275],[0.3325037 0.5436276 1.7581335],[0.1636864  0.47821346 1.7883657 ],[0.11624514 0.6655141  1.8848047 ],[0.15786895 0.5175421  1.769838  ],[ 0.32175055 -0.19183919  1.6575643 ],[ 0.2631653  -0.19415301  1.6356031 ],[ 0.40225178 -0.15592039  1.6026464 ],[ 0.23626025 -0.16247618  1.5404228 ]
36,0,0,93.09241,OK,MOVING,0.30513,0.14304,1.74897,-0.26141,-0.27774,0.90142,0.53544,0.72388,0.53544,n/a sl::Mat not initialised,[ 0.2747257  -0.17889205  1.7112613 ],[0.3111061  0.00634617 1.6942097 ],[0.48875856 0.02685687 1.7085934 ],[0.4888427  0.25892422 1.7684226 ],[0.4738274  0.41247207 1.9395928 ],[ 0.13345365 -0.01416463  1.6798259 ],[0.05886694 0.2130664  1.6644087 ],[0.07883487 0.14681417 1.8842123 ],[0.3366457 0.4817704 1.8379062],[0.26639605 0.6825055  1.913517  ],[0.32222068 0.53955007 1.7842829 ],[0.15589407 0.4594705  1.8280046 ],[0.10337783 0.64469814 1.9458153 ],[0.14867243 0.50093555 1.8133962 ],[ 0.31735992 -0.20646179  1.6891189 ],[ 0.2585861  -0.20910147  1.6677302 ],[ 0.39695525 -0.16975427  1.6338202 ],[ 0.23042929 -0.17723334  1.5732186 ]
37,0,0,94.20937,OK,MOVING,0.29922,0.13447,1.78211,-0.25343,-0.27751,0.90220,0.53528,0.72794,0.53528,n/a sl::Mat not initialised,[ 0.26843366 -0.19255665  1.7395877 ],[ 0.30392492 -0.00926021  1.7238629 ],[0.4819015  0.01129666 1.737256  ],[0.4787077  0.24094093 1.8070924 ],[0.46017677 0.38556588 1.9860246 ],[ 0.12594832 -0.02981704  1.7104695 ],[0.05271857 0.19518387 1.6700242 ],[0.0504457  0.19794208 1.9008133 ],[0.3300122  0.46463522 1.8722866 ],[0.2702189 0.6741674 1.9647572],[0.31236255 0.5430188  1.8057148 ],[0.14923942 0.4421398  1.8641136 ],[0.09254195 0.62173605 2.0075026 ],[0.14077374 0.48612112 1.8540334 ],[ 0.3109809  -0.21968588  1.717205  ],[ 0.25210598 -0.22245878  1.6961535 ],[ 0.39005187 -0.18268546  1.661759  ],[ 0.22323968 -0.19054192  1.6021134 ]
38,0,0,95.05914,OK,MOVING,0.29288,0.12474,1.81353,-0.24628,-0.27883,0.90821,0.53431,0.73083,0.53431,n/a sl::Mat not initialised,[ 0.2608692  -0.20472619  1.7684928 ],[ 0.2962534  -0.02414581  1.7531401 ],[ 0.4746004  -0.00402784  1.7652696 ],[0.46959543 0.22367075 1.8418156 ],[0.44884634 0.36291063 2.0250018 ],[ 0.11790639 -0.04426384  1.7410107 ],[0.04574425 0.17747    1.6830649 ],[0.02192063 0.24258047 1.9034477 ],[0.32447553 0.44830486 1.9056711 ],[0.273561   0.66641545 2.0145383 ],[0.30209523 0.55421007 1.8258681 ],[0.14362635 0.42601475 1.899559  ],[0.08429434 0.59704894 2.0705667 ],[0.133938   0.47352982 1.893707  ],[ 0.3031027 -0.2317535  1.7458781],[ 0.24405174 -0.23444955  1.7253736 ],[ 0.38166025 -0.19518769  1.6898419 ],[ 0.21434914 -0.20282641  1.6317458 ]
39,0,0,97.05136,OK,MOVING,0.28736,0.11498,1.84526,-0.23803,-0.28133,0.91770,0.53326,0.73346,0.53326,n/a sl::Mat not initialised,[ 0.25298995 -0.21470219  1.7992496 ],[ 0.2891909  -0.03741661  1.783525  ],[ 0.46793354 -0.01815367  1.7942623 ],[0.46399075 0.20703349 1.8786738 ],[0.44467303 0.3391528  2.0675042 ],[ 0.11044826 -0.05667961  1.7727877 ],[0.03850454 0.16215682 1.7036157 ],[-0.00406998  0.2778215   1.899306  ],[0.32081768 0.43380025 1.939297  ],[0.27644703 0.6596173  2.0625463 ],[0.29263955 0.57155704 1.8484619 ],[0.1398648  0.41205034 1.9353523 ],[0.07870913 0.5766844  2.1285055 ],[0.12888452 0.4646867  1.9315592 ],[ 0.2947112  -0.24197567  1.7764772 ],[ 0.23546103 -0.24429151  1.7565846 ],[ 0.37292403 -0.20657533  1.7196506 ],[ 0.20504859 -0.213137    1.6632886 ]
40,0,0,93.56248,OK,MOVING,0.28076,0.10660,1.87600,-0.23325,-0.28199,0.92082,0.53251,0.73747,0.53251,n/a sl::Mat not initialised,[ 0.2428251  -0.22252578  1.8288391 ],[ 0.2810035  -0.04796401  1.8133417 ],[ 0.4601414  -0.02985901  1.8226442 ],[0.46023834 0.19240594 1.9153719 ],[0.4457638  0.31640732 2.1104066 ],[ 0.10186557 -0.06606898  1.8040392 ],[0.02960628 0.1512197  1.7294441 ],[-0.02711992  0.30392754  1.894025  ],[0.31689608 0.42193472 1.9722567 ],[0.2777696 0.6554561 2.1067498],[0.28303137 0.5920301  1.8732153 ],[0.13582094 0.40105772 1.9705702 ],[0.07424597 0.56222725 2.1812463 ],[0.12337944 0.46089128 1.96699   ],[ 0.28405425 -0.2500647   1.8059438 ],[ 0.22469555 -0.25172007  1.7863955 ],[ 0.36226985 -0.21577328  1.7488071 ],[ 0.19408682 -0.2204636   1.6934209 ]
41,0,0,92.40211,OK,MOVING,0.27398,0.09721,1.90592,-0.22739,-0.28932,0.94691,0.52966,0.74064,0.52966,n/a sl::Mat not initialised,[ 0.23487258 -0.22965536  1.8560665 ],[ 0.2723387  -0.05551213  1.8429668 ],[ 0.45178375 -0.03849542  1.8507915 ],[0.4563629  0.18111557 1.9502802 ],[0.44687632 0.29912776 2.1496396 ],[ 0.09289353 -0.07252881  1.835142  ],[0.01983431 0.1446428  1.759997  ],[-0.04590892  0.32261378  1.8932832 ],[0.31234184 0.41227806 2.007103  ],[0.2802337 0.6501057 2.1524377],[0.27498206 0.61071426 1.9062356 ],[0.13116784 0.39228934 2.0077522 ],[0.07125179 0.55259    2.230078  ],[0.11720876 0.46036088 2.0029736 ],[ 0.2756646  -0.25666413  1.8321873 ],[ 0.21604589 -0.25789443  1.8135015 ],[ 0.35300446 -0.22164893  1.7746931 ],[ 0.1840848  -0.22513467  1.7217497 ]
42,0,0,98.10016,OK,MOVING,0.26719,0.08949,1.93963,-0.22419,-0.29264,0.95922,0.52884,0.74657,0.52884,n/a sl::Mat not initialised,[ 0.23422897 -0.23621455  1.8850818 ],[ 0.26386836 -0.06074697  1.8752942 ],[ 0.44352418 -0.04411012  1.8804944 ],[0.4532075  0.17295617 1.9858308 ],[0.45040864 0.28661424 2.1882718 ],[ 0.08421248 -0.07738394  1.8700941 ],[0.01008898 0.14082757 1.798006  ],[-0.05986765  0.33586055  1.9027752 ],[0.30728278 0.4043612  2.0461211 ],[0.28464726 0.64280236 2.2028465 ],[0.2675112  0.62901103 1.9493697 ],[0.12613928 0.38452804 2.050269  ],[0.07035588 0.5427609  2.2821739 ],[0.11019509 0.4618001  2.044282  ],[ 0.27414933 -0.2615445   1.85853   ],[ 0.2137214 -0.2633336  1.8428417],[ 0.3477313  -0.22356218  1.7987049 ],[ 0.17651884 -0.22863123  1.7542542 ]
43,0,0,100.00000,OK,MOVING,0.25920,0.08183,1.96938,-0.22271,-0.29842,0.97925,0.52641,0.75135,0.52641,n/a sl::Mat not initialised,[ 0.23047495 -0.24138358  1.9112824 ],[ 0.25248936 -0.06442925  1.9042306 ],[ 0.43231943 -0.04868737  1.9073241 ],[0.44872317 0.1661191  2.017081  ],[0.45351714 0.2772866  2.2212038 ],[ 0.07265927 -0.08017102  1.9011371 ],[-1.3246275e-03  1.4205670e-01  1.8411474e+00],[-0.07206241  0.34483466  1.9301673 ],[0.3002625  0.39920777 2.0780747 ],[0.28705728 0.63232285 2.249522  ],[0.25990984 0.65394485 1.9943832 ],[0.11912639 0.38003856 2.0848007 ],[0.06630336 0.54502076 2.3169682 ],[0.10004831 0.4719314  2.072388  ],[ 0.26909408 -0.26527995  1.8820665 ],[ 0.20795803 -0.267395    1.8696599 ],[ 0.33875248 -0.22493708  1.8197922 ],[ 0.1655336  -0.23092976  1.78464   ]
44,0,0,100.00000,OK,MOVING,0.25043,0.07734,2.00254,-0.22585,-0.29791,0.97645,0.52665,0.76043,0.52665,n/a sl::Mat not initialised,[ 0.21907334 -0.2448897   1.9403713 ],[ 0.23889032 -0.06766513  1.9355983 ],[ 0.41890565 -0.05374086  1.937486  ],[0.44451284 0.1594544  2.0490313 ],[0.4587688  0.27102697 2.2527008 ],[ 0.05887505 -0.08158928  1.9337105 ],[-0.01337462  0.14523539  1.8903426 ],[-0.08239616  0.3507105   1.9748944 ],[0.2925234  0.39496404 2.1109064 ],[0.2863374 0.6191142 2.2974381],[0.253026  0.6870988 2.049469 ],[0.1112906  0.37732607 2.1190193 ],[0.06078024 0.55229455 2.3468573 ],[0.08989537 0.48248798 2.0988665 ],[ 0.25642908 -0.26834786  1.9095773 ],[ 0.19493696 -0.26968035  1.8991781 ],[ 0.32429075 -0.2275928   1.8460768 ],[ 0.15006313 -0.23136836  1.8166131 ]
45,0,0,100.00000,OK,MOVING,0.24154,0.07201,2.04096,-0.22878,-0.30250,0.99117,0.52676,0.76992,0.52676,n/a sl::Mat not initialised,[ 0.20084316 -0.2482787   1.9746777 ],[ 0.22463806 -0.07195023  1.9720148 ],[ 0.4048288  -0.06031153  1.9729462 ],[0.43982166 0.15289313 2.0818958 ],[0.46347576 0.27077287 2.28109   ],[ 0.04444732 -0.08358896  1.9710833 ],[-0.02482449  0.14656347  1.9431189 ],[-0.09045571  0.35291612  2.028234  ],[0.28508908 0.38928688 2.1490018 ],[0.28255528 0.6059526  2.345524  ],[0.24703696 0.72354853 2.1163476 ],[0.10373259 0.37368846 2.1583643 ],[0.05722301 0.55489415 2.3832488 ],[0.08401486 0.47747457 2.1364684 ],[ 0.2374702  -0.27206308  1.94355   ],[ 0.17596507 -0.27173698  1.9333624 ],[ 0.30606002 -0.23234415  1.8804543 ],[ 0.13179547 -0.23142025  1.851589  ]
46,0,0,100.00000,OK,MOVING,0.23227,0.06665,2.07803,-0.23146,-0.30743,1.00825,0.52641,0.77879,0.52641,n/a sl::Mat not initialised,[ 0.17940263 -0.25218794  2.0105343 ],[ 0.21085407 -0.07776821  2.0084372 ],[ 0.3911996  -0.06843737  2.009083  ],[0.43437693 0.14559299 2.11349   ],[0.466098   0.27131075 2.3067355 ],[ 0.03050849 -0.08709902  2.0077913 ],[-0.0351439   0.14557183  1.9964715 ],[-0.09636384  0.34905267  2.0913544 ],[0.27744552 0.38328648 2.1840177 ],[0.27374288 0.6031508  2.3783917 ],[0.2415044 0.7511999 2.166025 ],[0.09595724 0.36981273 2.1940527 ],[0.05270325 0.561328   2.4121954 ],[0.08007626 0.46076983 2.173038  ],[ 0.21585852 -0.27701962  1.980257  ],[ 0.15465626 -0.27468047  1.9687723 ],[ 0.28700748 -0.23977873  1.9186203 ],[ 0.1136011  -0.23315135  1.8860805 ]
47,0,0,100.00000,OK,MOVING,0.22106,0.06123,2.11369,-0.23756,-0.31287,1.02540,0.52507,0.78749,0.52507,n/a sl::Mat not initialised,[ 0.15661749 -0.25841174  2.0480545 ],[ 0.19655047 -0.08664864  2.0450623 ],[ 0.37701684 -0.07960525  2.0464466 ],[0.4273172 0.1350879 2.1462443],[0.46549407 0.26757807 2.3337328 ],[ 0.01608412 -0.09369203  2.043678  ],[-0.04472157  0.14047706  2.0507705 ],[-0.10076006  0.338237    2.159921  ],[0.26821613 0.3756922  2.215859  ],[0.2599811  0.60700274 2.3995132 ],[0.233606  0.7701564 2.1953955],[0.08653949 0.36450857 2.225286  ],[0.04514936 0.5702939  2.43323   ],[0.07308996 0.44969982 2.2015939 ],[ 0.19337317 -0.28456265  2.0195177 ],[ 0.13273618 -0.28062332  2.0057988 ],[ 0.26772326 -0.25046134  1.9599763 ],[ 0.09591848 -0.2392998   1.9211062 ]
48,0,0,100.00000,OK,MOVING,0.20975,0.05495,2.15159,-0.24320,-0.31945,1.04746,0.52392,0.79606,0.52392,n/a sl::Mat not initialised,[ 0.13776946 -0.26805404  2.088329  ],[ 0.18318518 -0.09823838  2.0847178 ],[ 0.3637202  -0.09317824  2.0872502 ],[0.41886926 0.12278998 2.1816268 ],[0.46117362 0.26237392 2.363002  ],[ 0.00265013 -0.10329837  2.0821848 ],[-0.05300918  0.13124669  2.1041226 ],[-0.10396752  0.32285416  2.2260246 ],[0.25885743 0.36547643 2.2508733 ],[0.2464742 0.6102316 2.421091 ],[0.22552761 0.77724314 2.216115  ],[0.07699491 0.35643768 2.2590766 ],[0.03707312 0.5747735  2.4584963 ],[0.06533381 0.43996447 2.2318368 ],[ 0.1747742  -0.29508293  2.0611746 ],[ 0.11464499 -0.29013467  2.0457268 ],[ 0.25137743 -0.26324707  2.0033598 ],[ 0.0810114  -0.24922693  1.9595902 ]
49,0,0,100.00000,OK,MOVING,0.19830,0.04945,2.19021,-0.24929,-0.32265,1.05685,0.52327,0.80595,0.52327,n/a sl::Mat not initialised,[ 0.11925305 -0.27956808  2.1280525 ],[ 0.17022286 -0.11160633  2.1246312 ],[ 0.35077712 -0.10866174  2.1289468 ],[0.4084296  0.10936528 2.2169728 ],[0.45246553 0.25730658 2.3912163 ],[-0.01033135 -0.11455107  2.1203158 ],[-0.06048014  0.11965573  2.1555364 ],[-0.10680474  0.30622673  2.286807  ],[0.2497577  0.35288626 2.2878788 ],[0.23379755 0.6089901  2.4468734 ],[0.21846884 0.7812866  2.2417452 ],[0.06769687 0.34613    2.2940202 ],[0.02935759 0.5759968  2.4858909 ],[0.05733207 0.43595618 2.2587245 ],[ 0.15656415 -0.30737495  2.1023414 ],[ 0.09706164 -0.30143335  2.084973  ],[ 0.23550344 -0.2775856   2.046742  ],[ 0.06691295 -0.26075083  1.9975308 ]
50,0,0,100.00000,OK,MOVING,0.18658,0.04400,2.23327,-0.25655,-0.32356,1.05853,0.52409,0.81741,0.52409,n/a sl::Mat not initialised,[ 0.10071546 -0.29195616  2.1659842 ],[ 0.1575429  -0.12593287  2.1640172 ],[ 0.33809352 -0.1254211   2.1706016 ],[0.395776   0.09540009 2.2514796 ],[0.43919462 0.25317585 2.4170966 ],[-0.02300767 -0.1264447   2.1574328 ],[-0.06792572  0.10679007  2.204491  ],[-0.11053013  0.28945792  2.3424203 ],[0.2413092  0.33789974 2.328086  ],[0.22523265 0.5897041  2.501197  ],[0.21638344 0.7954164  2.3234768 ],[0.05906779 0.3337453  2.3314955 ],[0.0226477 0.5733819 2.5182552],[0.05025184 0.43648738 2.2848492 ],[ 0.13831219 -0.3205086   2.141701  ],[ 0.0795871  -0.31340268  2.1222572 ],[ 0.21970843 -0.2926063   2.0888505 ],[ 0.05332069 -0.27247265  2.033759  ]
51,0,0,100.00000,OK,MOVING,0.17451,0.03872,2.27409,-0.26382,-0.32175,1.05028,0.52502,0.82869,0.52503,n/a sl::Mat not initialised,[ 0.08670531 -0.30718276  2.2009852 ],[ 0.14601165 -0.14166918  2.2003126 ],[ 0.32654122 -0.14318657  2.2089639 ],[0.3818566  0.08069432 2.2831147 ],[0.42274737 0.24781775 2.4401221 ],[-0.03451795 -0.14015186  2.1916618 ],[-0.07489047  0.09126019  2.250817  ],[-0.11425864  0.26933968  2.3957016 ],[0.23313145 0.3214687  2.365673  ],[0.2171392  0.56974435 2.5518594 ],[0.21298857 0.80307835 2.4040966 ],[0.05077747 0.31963098 2.366429  ],[0.01718848 0.56837046 2.5496292 ],[0.04406049 0.43996757 2.306552  ],[ 0.12457742 -0.33587024  2.1774092 ],[ 0.06629561 -0.32832354  2.1568308 ],[ 0.20716392 -0.30845186  2.1262746 ],[ 0.04203212 -0.28706965  2.067969  ]
52,0,0,100.00000,OK,MOVING,0.16279,0.03327,2.31422,-0.26933,-0.31892,1.03965,0.52595,0.83978,0.52595,n/a sl::Mat not initialised,[ 0.07445084 -0.32313338  2.2364144 ],[ 0.13553905 -0.15827045  2.2362132 ],[ 0.31603763 -0.16157553  2.246809  ],[0.3673625  0.06537265 2.314793  ],[0.40442172 0.24097198 2.4635205 ],[-0.0449595  -0.15496531  2.2256172 ],[-0.08153002  0.0738529   2.2967954 ],[-0.11833012  0.24661547  2.4488719 ],[0.22552264 0.30447567 2.4023178 ],[0.20812   0.5523626 2.5978258],[0.20662287 0.8052829  2.4752655 ],[0.04311183 0.30468303 2.400483  ],[0.0131208 0.5619588 2.581822 ],[0.03933108 0.44744223 2.3264968 ],[ 0.11246964 -0.35206935  2.2134776 ],[ 0.0545654 -0.3441357  2.192004 ],[ 0.19600146 -0.32534543  2.1636043 ],[ 0.03193944 -0.30286676  2.1027627 ]
53,0,0,100.00000,OK,MOVING,0.15133,0.02772,2.35587,-0.27396,-0.31547,1.02714,0.52740,0.85151,0.52740,n/a sl::Mat not initialised,[ 0.06474952 -0.33966753  2.275885  ],[ 0.12645587 -0.17601627  2.274119  ],[ 0.30694044 -0.18070886  2.2861931 ],[0.35318336 0.04932636 2.347797  ],[0.3857586  0.23284513 2.488045  ],[-0.0540287  -0.17132378  2.262045  ],[-0.08787625  0.05470479  2.3433776 ],[-0.12282301  0.22214746  2.5019696 ],[0.2188266  0.28702223 2.4391441 ],[0.19953692 0.5363495  2.6423557 ],[0.19870016 0.8037178  2.5396278 ],[0.03640113 0.2889192  2.4351327 ],[0.0106725 0.5546006 2.6156392],[0.03631905 0.4583726  2.347084  ],[ 0.10262098 -0.36907348  2.2533975 ],[ 0.04485894 -0.36091128  2.2316384 ],[ 0.18651466 -0.34353736  2.203579  ],[ 0.02285554 -0.3204111   2.1419296 ]
54,0,0,100.00000,OK,MOVING,0.14082,0.02262,2.39923,-0.27643,-0.30959,1.00625,0.52986,0.86431,0.52986,n/a sl::Mat not initialised,[ 0.05796711 -0.3562129   2.3192635 ],[ 0.1193772  -0.19472948  2.3137493 ],[ 0.29989526 -0.20019653  2.3267732 ],[0.34042096 0.03283149 2.3813198 ],[0.36832032 0.22377348 2.512611  ],[-0.06114089 -0.18926245  2.3007257 ],[-0.09330156  0.03465533  2.3887384 ],[-0.1269656  0.1985231  2.551492 ],[0.21319488 0.26932836 2.4759223 ],[0.19089682 0.51919526 2.6874197 ],[0.18907999 0.7980322  2.6019046 ],[0.03076913 0.27234346 2.4702325 ],[0.0100295  0.54466003 2.652099  ],[0.03539898 0.47270095 2.370595  ],[ 0.09545019 -0.38634363  2.297204  ],[ 0.03764277 -0.3781405   2.2756107 ],[ 0.17924514 -0.36263698  2.246393  ],[ 0.01545744 -0.339395    2.1852121 ]
55,0,0,100.00000,OK,MOVING,0.13030,0.01754,2.44382,-0.27878,-0.30242,0.98115,0.53299,0.87741,0.53299,n/a sl::Mat not initialised,[ 0.05302078 -0.37171206  2.3633971 ],[ 0.113107   -0.21280101  2.3534317 ],[ 0.29373246 -0.21848762  2.366791  ],[0.32875377 0.01714718 2.4139729 ],[0.35254407 0.21499908 2.5356922 ],[-0.06751851 -0.20711455  2.3400724 ],[-0.09868079  0.01509869  2.4329515 ],[-0.13106617  0.17548609  2.5995467 ],[0.20741066 0.25203353 2.513735  ],[0.18109119 0.5005314  2.7335765 ],[0.17671794 0.78802955 2.6639278 ],[0.02497287 0.2556498  2.5069718 ],[0.00993348 0.52713645 2.698917  ],[0.03561129 0.49770415 2.40566   ],[ 0.09003113 -0.40249017  2.3415656 ],[ 0.03200855 -0.39443123  2.3205485 ],[ 0.17326403 -0.38051894  2.2891402 ],[ 0.00886675 -0.35768542  2.2295918 ]
56,0,0,100.00000,OK,MOVING,0.11971,0.01114,2.48418,-0.28037,-0.29982,0.97219,0.53441,0.88736,0.53441,n/a sl::Mat not initialised,[ 0.04890053 -0.38509837  2.405123  ],[ 0.10663128 -0.22903332  2.3896856 ],[ 0.2874164  -0.23458785  2.4031641 ],[0.31799495 0.00307781 2.443061  ],[0.33862552 0.20678455 2.555478  ],[-0.07415385 -0.22347876  2.3762069 ],[-0.10443032 -0.00255883  2.4725888 ],[-0.13533635  0.15393811  2.6432147 ],[0.20082285 0.2371816  2.5466976 ],[0.16938785 0.48208368 2.7756526 ],[0.1614812 0.7770797 2.7256174],[0.01836528 0.24103552 2.5390372 ],[0.00969798 0.5125761  2.7379751 ],[0.03542993 0.5260568  2.4400742 ],[ 0.08546379 -0.41649967  2.3835542 ],[ 0.02710374 -0.40895313  2.363362  ],[ 0.16774261 -0.39628476  2.3290162 ],[ 0.00238913 -0.3749031   2.2718055 ]
57,0,0,100.00000,OK,MOVING,0.10908,0.00321,2.52186,-0.28136,-0.30191,0.97888,0.53435,0.89445,0.53435,n/a sl::Mat not initialised,[ 0.0470184  -0.39743146  2.4459317 ],[ 0.09988631 -0.24308673  2.424446  ],[ 0.28085974 -0.24798009  2.4376433 ],[ 0.30883452 -0.00887388  2.4701629 ],[0.32818708 0.19987172 2.5731704 ],[-0.08108714 -0.23819333  2.4112492 ],[-0.11057226 -0.01830041  2.5101917 ],[-0.13973151  0.13322628  2.6855464 ],[0.19307156 0.22525924 2.5763278 ],[0.15650773 0.4638623  2.8160717 ],[0.1440716 0.76507   2.7921453],[0.01057106 0.22886294 2.5681555 ],[0.00903145 0.5037871  2.7685547 ],[0.03480623 0.5548422  2.4715993 ],[ 0.08321372 -0.4290764   2.4242043 ],[ 0.02426941 -0.42255285  2.4054968 ],[ 0.16370481 -0.40977535  2.3668003 ],[-0.00330402 -0.39129233  2.313796  ]
58,0,0,100.00000,OK,MOVING,0.09913,-0.00561,2.55421,-0.28047,-0.30673,0.99514,0.53271,0.89835,0.53271,n/a sl::Mat not initialised,[ 0.04989504 -0.4076024   2.481708  ],[ 0.09358698 -0.25331485  2.4546163 ],[ 0.27476028 -0.2569245   2.4669425 ],[ 0.3020201 -0.0170126  2.4941013],[0.32203877 0.19532931 2.5894666 ],[-0.0875863  -0.24970523  2.44229   ],[-0.11652785 -0.031075    2.5442784 ],[-0.14364251  0.1133396   2.72592   ],[0.18457563 0.21732396 2.6013207 ],[0.14378074 0.44760835 2.8528287 ],[0.1259782 0.752259  2.8610246],[1.9974560e-03 2.2008169e-01 2.5931954e+00],[0.00838299 0.5016985  2.7896702 ],[0.03458854 0.5835815  2.4967463 ],[ 0.0857287  -0.43880582  2.45886   ],[ 0.02586975 -0.43393028  2.4428573 ],[ 0.1629476  -0.41886175  2.3973708 ],[-0.00665279 -0.40504777  2.3520305 ]
59,0,0,100.00000,OK,MOVING,0.08958,-0.01409,2.58143,-0.27896,-0.31126,1.01094,0.53017,0.90018,0.53017,n/a sl::Mat not initialised,[ 0.05580177 -0.4140548   2.512936  ],[ 0.08708496 -0.25921136  2.4810004 ],[ 0.26840523 -0.26130363  2.4918528 ],[ 0.2965098  -0.02104366  2.515893  ],[0.31866047 0.19349241 2.6059933 ],[-0.09423531 -0.25711906  2.4701471 ],[-0.12104042 -0.03968281  2.5754828 ],[-0.14405148  0.09664416  2.76395   ],[0.17565851 0.21376306 2.622308  ],[0.1311504  0.43572074 2.8846092 ],[0.10742957 0.740147   2.924795  ],[-0.00702009  0.21538782  2.614788  ],[0.00733714 0.5060733  2.8027878 ],[0.03364258 0.6071281  2.5130486 ],[ 0.09102013 -0.4444626   2.488224  ],[ 0.0301871  -0.44154406  2.476005  ],[ 0.16354144 -0.42314813  2.4217238 ],[-0.00881884 -0.41487902  2.3871043 ]
60,0,0,100.00000,OK,MOVING,0.08150,-0.02200,2.60926,-0.27430,-0.31664,1.03048,0.52753,0.90277,0.52753,n/a sl::Mat not initialised,[ 0.06454528 -0.41815814  2.5468197 ],[ 0.08142264 -0.2633085   2.510334  ],[ 0.2628622  -0.26366997  2.5192616 ],[ 0.29304567 -0.02328676  2.540843  ],[0.31853998 0.19291395 2.6263115 ],[-0.10001694 -0.26294702  2.501406  ],[-0.12456114 -0.04645705  2.6095285 ],[-0.14253111  0.08011001  2.805374  ],[0.1673366  0.21254283 2.6442063 ],[0.11873001 0.43032384 2.912994  ],[0.08826058 0.7320736  2.979655  ],[-0.0154497   0.21274626  2.6377    ],[0.00665351 0.51420516 2.8128338 ],[0.03359172 0.6287403  2.525465  ],[ 0.09864408 -0.4478815   2.5199032 ],[ 0.03703542 -0.4469      2.5123549 ],[ 0.1651768  -0.42561626  2.4477422 ],[-0.00938109 -0.42283505  2.4263554 ]
61,0,0,100.00000,OK,MOVING,0.07390,-0.02683,2.64021,-0.26959,-0.31669,1.03101,0.52662,0.91082,0.52662,n/a sl::Mat not initialised,[ 0.07411191 -0.4207023   2.5850155 ],[ 0.07629367 -0.26695538  2.5444024 ],[ 0.25784737 -0.2655238   2.551025  ],[ 0.2907615  -0.02515787  2.5699506 ],[0.32014492 0.1926496  2.6502388 ],[-0.10526   -0.2683869  2.537779 ],[-0.12888052 -0.05239171  2.6473486 ],[-0.1428614   0.06400979  2.8498454 ],[0.1595196  0.21215308 2.6687713 ],[0.10593328 0.4335357  2.9369328 ],[0.06849252 0.73380554 3.0159736 ],[-0.02336386  0.2108196   2.6636443 ],[0.00542015 0.5203287  2.828471  ],[0.03267984 0.6502428  2.5452921 ],[ 0.10654332 -0.45018813  2.5559564 ],[ 0.04455218 -0.45073214  2.5535502 ],[ 0.16628793 -0.42809474  2.478072  ],[-0.00935359 -0.42963603  2.471254  ]
62,0,0,100.00000,OK,MOVING,0.06627,-0.03233,2.66779,-0.26510,-0.32138,1.04864,0.52409,0.91698,0.52409,n/a sl::Mat not initialised,[ 0.07970548 -0.42267343  2.6188047 ],[ 0.0702977 -0.2695825  2.576179 ],[ 0.25194296 -0.26663247  2.5806026 ],[ 0.28806534 -0.02655596  2.5980463 ],[0.32155508 0.1923843  2.6736748 ],[-0.11134753 -0.27253264  2.5717554 ],[-0.13380326 -0.05753016  2.683628  ],[-0.1431743   0.04654306  2.8930488 ],[0.15119186 0.21216029 2.692248  ],[0.09242068 0.44597048 2.9517722 ],[0.04930289 0.7490389  3.0254643 ],[-0.03176188  0.20957327  2.6883945 ],[2.3984089e-03 5.2180886e-01 2.8521512e+00],[0.03044807 0.6769154  2.5795798 ],[ 0.11045714 -0.45206583  2.58796   ],[ 0.04849336 -0.4534546   2.5898342 ],[ 0.16436705 -0.43029818  2.505873  ],[-0.011197   -0.43423316  2.5111833 ]
