Legende;Spiel;Martin Schlag;Petr Schlag;Error/Winner;"Game (Martin;Petr)";"Punkt (Martin;Petr)";Bemerkung;Frame;Objekt;Objekt ID;Objektlabel;Konfidenz;Trackingstatus;x;y;z;vx;xy;vz
;1;0;0;0;"99;99";"99;99";;689;1;1;Person;24.7314;OK;2.46205;-2.58842;23.6678;-0.221644;-0.00243102;0.0245882
;1;0;0;0;"99;99";"99;99";;690;0;3;Person;87.793;OK;-2.48237;0.0549634;4.25623;-0.0995404;0.0881931;-0.741392
;1;0;0;0;"99;99";"99;99";;690;1;1;Person;20.813;OK;2.45701;-2.59163;23.7725;-0.248696;-0.0221834;0.191618
;1;0;0;0;"99;99";"99;99";;691;0;3;Person;87.793;OK;-2.47909;0.0601584;4.2205;-0.0723958;0.0916441;-0.7718
;1;0;0;0;"99;99";"99;99";;691;1;1;Person;22.6807;OK;2.44765;-2.594;23.8203;-0.266665;-0.0241921;0.209443
;1;0;0;0;"99;99";"99;99";;692;0;3;Person;88.0371;OK;-2.4727;0.0652837;4.18437;-0.0406431;0.0953806;-0.803551
;1;0;0;0;"99;99";"99;99";;692;1;1;Person;22.6807;OK;2.43851;-2.59617;23.8412;-0.266665;-0.0241766;0.209445
;1;0;0;0;"99;99";"99;99";;693;0;3;Person;87.8906;OK;-2.46345;0.0702623;4.14814;-0.0101385;0.0988851;-0.831171
;1;0;0;0;"99;99";"99;99";;693;1;1;Person;25.3906;OK;2.42556;-2.59724;23.8473;-0.283983;-0.0225819;0.19554
;1;0;0;0;"99;99";"99;99";;694;0;3;Person;87.3535;OK;-2.45289;0.0747991;4.11467;0.0153597;0.100404;-0.844407
;1;0;0;0;"99;99";"99;99";;694;1;1;Person;25.3906;OK;2.41416;-2.59834;23.8533;-0.283983;-0.0225859;0.19554
;1;0;0;0;"99;99";"99;99";;695;0;3;Person;87.6953;OK;-2.44202;0.0787529;4.08468;0.0371326;0.100272;-0.844234
;1;0;0;0;"99;99";"99;99";;695;1;1;Person;25.3906;OK;2.4036;-2.59938;23.8592;-0.283983;-0.0225787;0.19554
;1;0;0;0;"99;99";"99;99";;696;0;3;Person;88.1348;OK;-2.43214;0.0821658;4.05892;0.0524738;0.0986098;-0.830065
;1;0;0;0;"99;99";"99;99";;696;1;1;Person;25.3906;OK;2.39351;-2.60035;23.8652;-0.283983;-0.0226292;0.195534
;1;0;0;0;"99;99";"99;99";;697;0;3;Person;87.8906;OK;-2.42337;0.0851448;4.0351;0.0647814;0.0966523;-0.815205
;1;0;0;0;"99;99";"99;99";;697;1;1;Person;20.4346;OK;2.389;-2.60455;23.9417;-0.268188;-0.0399904;0.341395
;1;0;0;0;"99;99";"99;99";;698;0;3;Person;89.0625;OK;-2.41645;0.0878149;4.01248;0.0695819;0.0947181;-0.798886
;1;0;0;0;"99;99";"99;99";;698;1;1;Person;20.4346;OK;2.38277;-2.6079;23.9741;-0.268188;-0.0399832;0.341396
;1;0;0;0;"99;99";"99;99";;699;0;3;Person;89.7461;OK;-2.40913;0.0902182;3.99213;0.0836105;0.0919818;-0.775479
;1;0;0;0;"99;99";"99;99";;699;1;1;Person;26.8066;OK;2.37938;-2.61655;24.075;-0.257661;-0.0579209;0.491691
;1;0;FT;0;"99;99";"99;99";;700;0;3;Person;90.1367;OK;-2.4029;0.0923562;3.97549;0.0889103;0.0877397;-0.739959
;1;0;FT;0;"99;99";"99;99";;700;1;1;Person;31.4941;OK;2.37732;-2.62602;24.152;-0.243615;-0.0660077;0.559722
;1;0;FT;0;"99;99";"99;99";;701;0;3;Person;91.0156;OK;-2.39726;0.0944655;3.95921;0.0941906;0.0846697;-0.713276
;1;0;FT;0;"99;99";"99;99";;701;1;1;Person;34.5215;OK;2.37636;-2.63654;24.2349;-0.229294;-0.0763667;0.645737
;1;0;FT;0;"99;99";"99;99";;702;0;3;Person;91.0645;OK;-2.39216;0.0965643;3.94286;0.0980055;0.0819092;-0.6908
;1;0;FT;0;"99;99";"99;99";;702;1;1;Person;35.8398;OK;2.37588;-2.64999;24.3557;-0.220777;-0.0930706;0.786789
;1;0;FT;0;"99;99";"99;99";;703;0;3;Person;90.9668;OK;-2.3894;0.0987039;3.92447;0.0867982;0.0808225;-0.680957
;1;0;FT;0;"99;99";"99;99";;703;1;1;Person;32.1777;OK;2.377;-2.66597;24.4847;-0.188204;-0.109318;0.92221
;1;0;FT;0;"99;99";"99;99";;704;0;3;Person;90.625;OK;-2.38813;0.100772;3.90553;0.0748298;0.0795423;-0.670738
;1;0;FT;0;"99;99";"99;99";;704;1;1;Person;20.2393;OK;2.39128;-2.68202;24.595;-0.0989443;-0.120916;1.01935
;1;0;FT;0;"99;99";"99;99";;705;0;3;Person;90.7715;OK;-2.38824;0.102517;3.88936;0.056396;0.076675;-0.646872
;1;0;FT;0;"99;99";"99;99";;705;1;1;Person;29.248;OK;2.41136;-2.69905;24.7186;-0.0535618;-0.135221;1.13998
;1;0;FT;0;"99;99";"99;99";;706;0;3;Person;90.7715;OK;-2.38883;0.104069;3.87417;0.0365865;0.074253;-0.62557
;1;0;FT;0;"99;99";"99;99";;706;1;1;Person;27.9053;OK;2.4302;-2.71447;24.8197;-0.0238433;-0.14469;1.21826
;1;0;FT;0;"99;99";"99;99";;707;0;3;Person;90.4297;OK;-2.38953;0.105401;3.86058;0.0285865;0.0712334;-0.599814
;1;0;FT;0;"99;99";"99;99";;707;1;1;Person;30.5664;OK;2.44714;-2.72502;24.8689;0.00770691;-0.144736;1.21761
;1;0;FT;0;"99;99";"99;99";;708;0;3;Person;91.0645;OK;-2.39253;0.10831;3.83449;0.0109652;0.0660716;-0.55541
;1;0;FT;0;"99;99";"99;99";;708;1;1;Person;29.248;OK;2.47553;-2.73707;24.9191;0.0671119;-0.139092;1.16779
;1;0;FT;0;"99;99";"99;99";;709;0;3;Person;91.1621;OK;-2.39551;0.109736;3.82692;-0.00530812;0.0603833;-0.507177
;1;0;FT;0;"99;99";"99;99";;709;1;1;Person;27.7588;OK;2.49675;-2.7436;24.9592;0.123569;-0.139846;1.17275
;1;0;FT;0;"99;99";"99;99";;710;0;3;Person;91.1621;OK;-2.4043;0.111257;3.82143;-0.0473345;0.055624;-0.466695
;1;0;FT;0;"99;99";"99;99";;710;1;1;Person;28.4668;OK;2.51878;-2.75076;25.0087;0.163256;-0.141775;1.18883
;1;0;FT;0;"99;99";"99;99";;711;0;3;Person;91.4062;OK;-2.41654;0.113064;3.81282;-0.0790818;0.0545698;-0.457825
;1;0;FT;0;"99;99";"99;99";;711;1;1;Person;23.938;OK;2.54887;-2.75164;24.95;0.250255;-0.118339;0.991618
;1;0;FT;0;"99;99";"99;99";;712;0;3;Person;91.6016;OK;-2.43076;0.115031;3.8048;-0.106326;0.0518328;-0.434864
;1;0;FT;0;"99;99";"99;99";;712;1;1;Person;23.938;OK;2.56649;-2.7531;24.9532;0.250256;-0.118214;0.991633
;1;0;0;0;"99;99";"99;99";;713;0;3;Person;91.9434;OK;-2.44531;0.117061;3.79882;-0.128289;0.0479887;-0.402441
;1;0;0;0;"99;99";"99;99";;713;1;1;Person;23.938;OK;2.57878;-2.75529;24.9767;0.250256;-0.118142;0.991642
;1;0;0;0;"99;99";"99;99";;714;0;3;Person;92.2363;OK;-2.45888;0.119037;3.7945;-0.144024;0.0440672;-0.368605
;1;0;0;0;"99;99";"99;99";;714;1;1;Person;23.938;OK;2.58872;-2.75802;25.0067;0.250256;-0.1183;0.991623
;1;0;0;0;"99;99";"99;99";;715;0;3;Person;91.9434;OK;-2.47012;0.120888;3.79242;-0.14998;0.0389926;-0.326014
;1;0;0;0;"99;99";"99;99";;715;1;1;Person;23.938;OK;2.59762;-2.76112;25.0389;0.250256;-0.118247;0.991629
;1;0;0;0;"99;99";"99;99";;716;0;3;Person;91.6504;OK;-2.48084;0.122435;3.79331;-0.1594;0.0320728;-0.267803
;1;0;0;0;"99;99";"99;99";;716;1;1;Person;23.938;OK;2.60599;-2.76448;25.0717;0.250256;-0.118157;0.991639
;1;0;0;0;"99;99";"99;99";;717;0;3;Person;91.6992;OK;-2.49092;0.123695;3.79547;-0.166269;0.0250331;-0.208282
;1;0;0;0;"99;99";"99;99";;717;1;1;Person;23.938;OK;2.61417;-2.76807;25.1049;0.250256;-0.118143;0.991641
;1;0;0;0;"99;99";"99;99";;718;0;3;Person;92.2363;OK;-2.498;0.124643;3.79692;-0.158789;0.0177881;-0.147242
;1;0;0;0;"99;99";"99;99";;718;1;1;Person;23.938;SEARCHING;2.62433;-2.77831;25.1204;0.250247;-0.118158;0.991642
;1;0;0;0;"99;99";"99;99";;719;0;3;Person;92.0898;OK;-2.50294;0.125354;3.80146;-0.149495;0.0119856;-0.0983655
;1;0;0;0;"99;99";"99;99";;719;1;1;Person;23.938;SEARCHING;2.62416;-2.77858;25.1204;0.25024;-0.118236;0.991634
;1;0;0;0;"99;99";"99;99";;720;0;3;Person;91.4551;OK;-2.50613;0.125784;3.81076;-0.0308759;0.0165095;-0.138566
;1;0;0;0;"99;99";"99;99";;720;1;1;Person;23.938;SEARCHING;2.62415;-2.77882;25.1204;0.25024;-0.118216;0.991637
;1;0;0;0;"99;99";"99;99";;721;0;3;Person;92.041;OK;-2.50564;0.126225;3.81811;-0.0227738;0.0121737;-0.102212
;1;0;0;0;"99;99";"99;99";;721;1;1;Person;23.938;SEARCHING;2.62384;-2.77909;25.1204;0.250226;-0.118178;0.991645
;1;0;0;0;"99;99";"99;99";;722;0;3;Person;91.748;OK;-2.50433;0.12663;3.82424;-0.0118177;0.00631191;-0.0530386
;1;0;0;0;"99;99";"99;99";;722;1;1;Person;23.938;SEARCHING;2.62395;-2.7793;25.1203;0.250231;-0.118087;0.991654
;1;0;0;0;"99;99";"99;99";;723;0;3;Person;90.1367;OK;-2.4958;0.126863;3.8327;-0.00532817;0.00284873;-0.0239149
;1;0;0;0;"99;99";"99;99";;723;1;1;Person;23.938;SEARCHING;2.62353;-2.77957;25.1204;0.250213;-0.118212;0.991644
;1;0;0;0;"99;99";"99;99";;724;0;3;Person;87.0117;OK;-2.47661;0.12695;3.84459;-0.0214561;0.0114626;-0.0963037
;1;0;0;0;"99;99";"99;99";;724;1;1;Person;23.938;SEARCHING;2.62358;-2.77978;25.1203;0.250215;-0.118106;0.991656
;1;0;0;0;"99;99";"99;99";;725;0;3;Person;87.3535;OK;-2.44625;0.126939;3.85617;-0.0375541;0.0200711;-0.16856
;1;0;0;0;"99;99";"99;99";;725;1;1;Person;23.938;SEARCHING;2.6235;-2.77999;25.1203;0.250212;-0.118153;0.991651
;1;0;0;0;"99;99";"99;99";;726;0;3;Person;88.6719;OK;-2.40821;0.126825;3.86527;-0.0530763;0.0283455;-0.238236
;1;0;0;0;"99;99";"99;99";;726;1;1;Person;23.938;SEARCHING;2.62342;-2.7802;25.1203;0.250209;-0.118062;0.991663
;1;0;0;0;"99;99";"99;99";;727;0;3;Person;89.5996;OK;-2.36725;0.126538;3.87442;-0.0693775;0.0370488;-0.311422
;1;0;0;0;"99;99";"99;99";;727;1;1;Person;23.938;SEARCHING;2.62315;-2.78043;25.1203;0.250198;-0.11805;0.991667
;1;0;0;0;"99;99";"99;99";;728;0;3;Person;89.4531;OK;-2.32172;0.126024;3.88376;0.377488;-0.0181448;0.146121
;1;0;0;0;"99;99";"99;99";;728;1;1;Person;23.938;SEARCHING;2.62369;-2.78055;25.1202;0.250221;-0.117971;0.991671
;1;0;0;0;"99;99";"99;99";;729;0;3;Person;89.4531;OK;-2.27478;0.125389;3.89358;0.455962;-0.0207113;0.166138
;1;0;0;0;"99;99";"99;99";;729;1;1;Person;23.938;SEARCHING;2.6235;-2.78075;25.1202;0.250213;-0.117928;0.991678
;1;0;0;0;"99;99";"99;99";;730;0;3;Person;87.4512;OK;-2.22795;0.12483;3.89908;0.526676;-0.0190877;0.149945
;1;0;0;0;"99;99";"99;99";;730;1;1;Person;23.938;SEARCHING;2.62287;-2.78101;25.1202;0.250186;-0.118056;0.991669
;1;0;0;0;"99;99";"99;99";;731;0;3;Person;87.6953;OK;-2.18193;0.124428;3.90125;0.590595;-0.0161673;0.124943
;1;0;0;0;"99;99";"99;99";;731;1;1;Person;23.938;SEARCHING;2.62338;-2.78111;25.1201;0.250208;-0.117907;0.991682
;1;0;0;0;"99;99";"99;99";;732;0;3;Person;91.0156;OK;-2.13758;0.124179;3.90117;0.645933;-0.0124143;0.0927039
;1;0;0;0;"99;99";"99;99";;732;1;1;Person;23.938;SEARCHING;2.62369;-2.78124;25.1201;0.250221;-0.117899;0.991679
;1;0;0;0;"99;99";"99;99";;733;0;3;Person;91.6016;OK;-2.09456;0.124005;3.90054;0.694652;-0.0100133;0.0715657
;1;0;0;0;"99;99";"99;99";;733;1;1;Person;21.4722;OK;2.67588;-2.82219;25.544;0.158761;-0.107178;0.903
;1;0;0;0;"99;99";"99;99";;734;0;3;Person;91.6504;OK;-2.05342;0.123837;3.90017;0.736047;-0.00980969;0.0690769
;1;0;0;0;"99;99";"99;99";;734;1;1;Person;21.4722;OK;2.68014;-2.82559;25.5733;0.15876;-0.107477;0.902965
;1;0;0;0;"99;99";"99;99";;735;0;3;Person;92.2852;OK;-2.01293;0.123573;3.90125;0.77429;-0.0124063;0.0894234
;1;0;0;0;"99;99";"99;99";;735;1;1;Person;21.4722;OK;2.68471;-2.82904;25.6033;0.15876;-0.107609;0.902949
;1;0;0;0;"99;99";"99;99";;736;0;3;Person;91.9922;OK;-1.97447;0.123231;3.90415;0.803587;-0.0144517;0.107356
;1;0;0;0;"99;99";"99;99";;736;1;5;Person;21.1426;OFF;-8.453;-4.00776;15.2716;1.03238e-08;-1.70894e-06;-4.45701e-07
;1;0;0;0;"99;99";"99;99";;736;2;1;Person;21.4722;OK;2.68949;-2.83249;25.6335;0.15876;-0.107558;0.902955
;1;0;0;0;"99;99";"99;99";;737;0;3;Person;93.1152;OK;-1.93617;0.12283;3.9087;0.83219;-0.0163626;0.122866
;1;0;0;0;"99;99";"99;99";;737;1;1;Person;21.4722;OK;2.69439;-2.83595;25.6637;0.158761;-0.107509;0.902961
;1;0;0;0;"99;99";"99;99";;738;0;3;Person;92.334;OK;-1.89959;0.122441;3.91351;0.852143;-0.0168313;0.126949
;1;0;0;0;"99;99";"99;99";;738;1;1;Person;21.4722;OK;2.69942;-2.83942;25.6941;0.158761;-0.10745;0.902968
;1;0;0;0;"99;99";"99;99";;739;0;3;Person;92.334;OK;-1.86468;0.12208;3.91721;0.866389;-0.0159256;0.118749
;1;0;0;0;"99;99";"99;99";;739;1;1;Person;21.4722;OK;2.70453;-2.84291;25.7244;0.15876;-0.107554;0.902955
;1;0;0;0;"99;99";"99;99";;740;0;3;Person;91.7969;OK;-1.8308;0.121689;3.92093;0.878095;-0.0159629;0.118858
;1;0;0;0;"99;99";"99;99";;740;1;1;Person;21.4722;SEARCHING;2.71698;-2.85451;25.74;0.158762;-0.107675;0.902941
;1;0;0;0;"99;99";"99;99";;741;0;3;Person;91.748;OK;-1.64823;0.11755;3.99223;0.992224;-0.0444381;0.356836
;1;0;0;0;"99;99";"99;99";;741;1;1;Person;21.4722;SEARCHING;2.717;-2.85446;25.74;0.158763;-0.107554;0.902955
;1;0;0;0;"99;99";"99;99";;742;0;3;Person;90.8203;OK;-1.61698;0.11663;4.01332;0.982548;-0.0504064;0.407263
;1;0;0;0;"99;99";"99;99";;742;1;1;Person;21.4722;SEARCHING;2.717;-2.85442;25.74;0.158763;-0.107557;0.902955
;1;BS;0;0;"99;99";"99;99";;743;0;3;Person;89.7949;OK;-1.58074;0.115473;4.04196;1.00057;-0.0584966;0.47598
;1;BS;0;0;"99;99";"99;99";;743;1;1;Person;21.4722;SEARCHING;2.71732;-2.85434;25.74;0.158775;-0.107549;0.902954
;1;BS;0;0;"99;99";"99;99";;744;0;3;Person;90.2832;OK;-1.54696;0.114385;4.06307;0.998488;-0.0577423;0.469195
;1;BS;0;0;"99;99";"99;99";;744;1;1;Person;21.4722;SEARCHING;2.71695;-2.85434;25.74;0.158762;-0.107431;0.90297
;1;BS;0;0;"99;99";"99;99";;745;0;3;Person;90.3809;OK;-1.46718;0.110705;4.11425;1.04332;-0.0668019;0.545913
;1;BS;0;0;"99;99";"99;99";;745;1;1;Person;21.4722;SEARCHING;2.71704;-2.85429;25.7399;0.158765;-0.107259;0.90299
;1;BS;0;0;"99;99";"99;99";;746;0;3;Person;90.918;OK;-1.4243;0.108028;4.13643;1.06849;-0.0677047;0.551842
;1;BS;0;0;"99;99";"99;99";;746;1;1;Person;21.4722;SEARCHING;2.71664;-2.8543;25.74;0.15875;-0.107282;0.902989
;1;BS;0;0;"99;99";"99;99";;747;0;3;Person;90.8203;OK;-1.38448;0.105455;4.15825;1.07623;-0.0687074;0.56134
;1;BS;0;0;"99;99";"99;99";;747;1;5;Person;21.1426;TERMINATE;-8.453;-4.00783;15.2721;1.03202e-08;-1.70842e-06;-4.45554e-07
;1;BS;0;0;"99;99";"99;99";;747;2;1;Person;21.4722;SEARCHING;2.71689;-2.85424;25.7399;0.15876;-0.107193;0.902999
;1;BS;0;0;"99;99";"99;99";;748;0;3;Person;88.0371;OK;-1.34573;0.102815;4.17442;1.0822;-0.0663355;0.540046
;1;BS;0;0;"99;99";"99;99";;748;1;6;Sport;21.0815;OFF;-1.00511;-0.942949;7.85622;7.74863e-09;-8.78505e-07;-1.04924e-07
;1;BS;0;0;"99;99";"99;99";;748;2;1;Person;21.4722;SEARCHING;2.71666;-2.85423;25.74;0.158751;-0.107284;0.902989
;1;BS;0;0;"99;99";"99;99";;749;0;3;Person;92.2852;OK;-1.26995;0.0969385;4.21245;1.09123;-0.0678966;0.554214
;1;BS;0;0;"99;99";"99;99";;749;1;1;Person;21.4722;SEARCHING;2.71695;-2.85416;25.7399;0.158762;-0.107229;0.902994
;1;BS;0;0;"99;99";"99;99";;750;0;3;Person;92.3828;OK;-1.22811;0.0940005;4.22109;1.10755;-0.0612168;0.49802
;1;BS;0;0;"99;99";"99;99";;750;1;1;Person;21.4722;SEARCHING;2.71694;-2.85412;25.7399;0.158762;-0.10711;0.903008
;1;BS;0;0;"99;99";"99;99";;751;0;3;Person;93.0176;OK;-1.18829;0.0911125;4.22596;1.11176;-0.0557553;0.449997
;1;BS;0;0;"99;99";"99;99";;751;1;1;Person;21.4722;SEARCHING;2.71642;-2.85416;25.74;0.158742;-0.107154;0.903006
;1;BS;0;0;"99;99";"99;99";;752;0;3;Person;92.6758;OK;-1.15009;0.0884127;4.22659;1.11223;-0.0485016;0.387987
;1;BS;0;0;"99;99";"99;99";;752;1;1;Person;21.4722;SEARCHING;2.71618;-2.85416;25.74;0.158733;-0.107131;0.903011
;1;BS;0;0;"99;99";"99;99";;753;0;3;Person;91.748;OK;-1.11895;0.0862808;4.22294;1.08907;-0.0387069;0.304767
;1;BS;0;0;"99;99";"99;99";;753;1;1;Person;21.4722;SEARCHING;2.71608;-2.85415;25.74;0.158729;-0.107311;0.90299
;1;BS;0;0;"99;99";"99;99";;754;0;3;Person;91.6992;OK;-1.08203;0.0846768;4.21885;1.09538;-0.0306566;0.236769
;1;BS;0;0;"99;99";"99;99";;754;1;1;Person;21.4722;SEARCHING;2.7162;-2.85411;25.7401;0.158733;-0.107427;0.902975
;1;0;0;0;"99;99";"99;99";;755;0;3;Person;92.4805;OK;-1.04961;0.0837437;4.21399;1.07889;-0.0181867;0.133998
;1;0;0;0;"99;99";"99;99";;755;1;1;Person;21.4722;SEARCHING;2.71687;-2.85399;25.74;0.158758;-0.107425;0.902971
;1;0;0;0;"99;99";"99;99";;756;0;3;Person;92.2852;OK;-1.01837;0.083294;4.19837;1.0646;-0.00753135;0.0431434
;1;0;0;0;"99;99";"99;99";;756;1;1;Person;21.4722;SEARCHING;2.71649;-2.85402;25.7401;0.158744;-0.107585;0.902955
;1;0;0;0;"99;99";"99;99";;757;0;3;Person;90.4297;OK;-0.988688;0.0831171;4.17772;1.04805;0.000552444;-0.0233407
;1;0;0;0;"99;99";"99;99";;757;1;1;Person;21.4722;SEARCHING;2.7169;-2.85394;25.7401;0.158759;-0.1076;0.90295
;1;0;0;0;"99;99";"99;99";;758;0;3;Person;91.6504;OK;-0.961474;0.083055;4.16126;1.02604;0.00340909;-0.0478362
;1;0;0;0;"99;99";"99;99";;758;1;1;Person;21.4722;SEARCHING;2.71663;-2.85395;25.7401;0.158749;-0.107564;0.902956
;1;0;0;0;"99;99";"99;99";;759;0;3;Person;90.9668;OK;-0.936069;0.083065;4.14951;1.00284;0.00464487;-0.0581067
;1;0;0;0;"99;99";"99;99";;759;1;1;Person;21.4722;SEARCHING;2.71654;-2.85393;25.7401;0.158746;-0.107501;0.902964
;1;0;0;0;"99;99";"99;99";;760;0;3;Person;90.7715;OK;-0.909371;0.0830605;4.14197;0.987699;0.00450739;-0.0561313
;1;0;0;0;"99;99";"99;99";;760;1;1;Person;21.4722;SEARCHING;2.7167;-2.85389;25.7401;0.158751;-0.107633;0.902948
;1;0;0;0;"99;99";"99;99";;761;0;3;Person;91.2598;OK;-0.88494;0.0830163;4.1371;0.964503;0.00415534;-0.0522949
;1;0;0;0;"99;99";"99;99";;761;1;1;Person;21.4722;SEARCHING;2.71684;-2.85385;25.7401;0.158757;-0.107714;0.902937
;1;0;0;0;"99;99";"99;99";;762;0;3;Person;91.6504;OK;-0.86811;0.0830082;4.13058;0.918125;0.00716038;-0.0768104
;1;0;0;0;"99;99";"99;99";;762;1;1;Person;22.8882;OK;2.60992;-2.74765;24.7686;-0.0408484;0.0431872;-0.362579
;1;0;0;0;"99;99";"99;99";;763;0;3;Person;90.5762;OK;-0.853587;0.0830067;4.12387;0.87587;0.00905401;-0.090852
;1;0;0;0;"99;99";"99;99";;763;1;1;Person;23.7183;OK;2.60729;-2.74251;24.7093;-0.0385925;0.0477263;-0.400796
;1;0;0;0;"99;99";"99;99";;764;0;3;Person;91.0156;OK;-0.83886;0.0829566;4.11877;0.841233;0.00881917;-0.0896047
;1;0;0;0;"99;99";"99;99";;764;1;6;Sport;21.0815;TERMINATE;-1.00509;-0.942946;7.85622;7.74215e-09;-8.77771e-07;-1.04836e-07
;1;0;0;0;"99;99";"99;99";;764;2;1;Person;24.7314;OK;2.61588;-2.73827;24.6837;0.00982084;0.047632;-0.401378
;1;0;0;0;"99;99";"99;99";;765;0;3;Person;90.9668;OK;-0.81814;0.0828159;4.11661;0.832766;0.00630848;-0.0688768
;1;0;0;0;"99;99";"99;99";;765;1;1;Person;24.292;OK;2.6346;-2.73301;24.6307;0.0490227;0.052235;-0.440316
;1;0;0;0;"99;99";"99;99";;766;0;3;Person;91.4551;OK;-0.804738;0.0826509;4.11536;0.787187;0.00539443;-0.059176
;1;0;0;0;"99;99";"99;99";;766;1;1;Person;33.5449;OK;2.64986;-2.72812;24.5871;0.0639273;0.0545975;-0.46043
;1;0;0;0;"99;99";"99;99";;767;0;3;Person;91.0645;OK;-0.778313;0.082459;4.11206;0.723613;0.00601732;-0.0641198
;1;0;0;0;"99;99";"99;99";;767;1;1;Person;31.2256;OK;2.68107;-2.72364;24.5617;0.112008;0.0529392;-0.447956
;1;0;0;0;"99;99";"99;99";;768;0;3;Person;91.5039;OK;-0.764217;0.0822484;4.11249;0.701269;0.000895062;-0.0206558
;1;0;0;0;"99;99";"99;99";;768;1;1;Person;30.3223;OK;2.70306;-2.71955;24.4886;0.17375;0.062395;-0.528732
;1;0;0;0;"99;99";"99;99";;769;0;3;Person;91.9922;OK;-0.764951;0.0821973;4.11092;0.608123;0.00611011;-0.0615896
;1;0;0;0;"99;99";"99;99";;769;1;1;Person;34.5215;OK;2.72441;-2.71648;24.4605;0.205314;0.0618134;-0.524727
;1;0;0;0;"99;99";"99;99";;770;0;3;Person;91.8945;OK;-0.770701;0.0822451;4.10617;0.517958;0.0102939;-0.0963895
;1;0;0;0;"99;99";"99;99";;770;1;1;Person;43.9697;OK;2.74098;-2.71524;24.469;0.210432;0.0559958;-0.476527
;1;0;0;0;"99;99";"99;99";;771;0;3;Person;91.0645;OK;-0.776866;0.0823708;4.0996;0.43241;0.0130994;-0.118061
;1;0;0;0;"99;99";"99;99";;771;1;1;Person;53.2227;OK;2.75007;-2.71457;24.4795;0.193033;0.0518037;-0.440581
;1;0;0;0;"99;99";"99;99";;772;0;3;Person;90.9668;OK;-0.780034;0.0825215;4.09269;0.356414;0.0145246;-0.128854
;1;0;0;0;"99;99";"99;99";;772;1;1;Person;52.6367;OK;2.76026;-2.71251;24.4467;0.215754;0.0587558;-0.499728
;1;0;0;0;"99;99";"99;99";;773;0;3;Person;90.625;OK;-0.785546;0.0826021;4.08867;0.303313;0.0126929;-0.112137
;1;0;0;0;"99;99";"99;99";;773;1;1;Person;51.4648;OK;2.77063;-2.70974;24.4162;0.227815;0.0607261;-0.51613
;1;0;0;0;"99;99";"99;99";;774;0;3;Person;91.0156;OK;-0.79977;0.0826575;4.08424;0.229072;0.0135392;-0.118118
;1;0;0;0;"99;99";"99;99";;774;1;1;Person;52.0508;OK;2.79066;-2.70583;24.3793;0.287294;0.064571;-0.549401
;1;0;0;0;"99;99";"99;99";;775;0;3;Person;90.4297;OK;-0.815971;0.082639;4.08087;0.178428;0.0126846;-0.110066
;1;0;0;0;"99;99";"99;99";;775;1;1;Person;55.0781;OK;2.80961;-2.70242;24.3593;0.30717;0.0636024;-0.541682
;1;0;0;0;"99;99";"99;99";;776;0;3;Person;90.3809;OK;-0.833547;0.082542;4.0773;0.128134;0.0129787;-0.111958
;1;0;0;0;"99;99";"99;99";;776;1;1;Person;54.0039;OK;2.82352;-2.69871;24.3309;0.308262;0.0659903;-0.562946
;1;0;0;0;"99;99";"99;99";;777;0;3;Person;88.8184;OK;-0.852323;0.0824422;4.07138;0.152598;0.00266859;-0.0253894
;1;0;0;0;"99;99";"99;99";;777;1;1;Person;52.6367;OK;2.82799;-2.69158;24.2391;0.282974;0.0818189;-0.696202
;1;0;0;0;"99;99";"99;99";;778;0;3;Person;89.1602;OK;-0.87307;0.082329;4.0646;0.145048;0.00252197;-0.0241333
;1;0;0;0;"99;99";"99;99";;778;1;1;Person;45.9961;OK;2.83427;-2.68795;24.2378;0.273003;0.0716821;-0.610975
;1;0;0;0;"99;99";"99;99";;779;0;3;Person;89.7949;OK;-0.895024;0.0822013;4.05873;0.144714;0.00253729;-0.0240778
;1;0;0;0;"99;99";"99;99";;779;1;1;Person;47.6562;OK;2.84122;-2.68603;24.2474;0.265246;0.064779;-0.552065
;1;0;0;0;"99;99";"99;99";;780;0;3;Person;90.4785;OK;-0.917775;0.0820358;4.05444;0.152861;0.00268092;-0.0254333
;1;0;0;0;"99;99";"99;99";;780;1;1;Person;46.3867;OK;2.86763;-2.6825;24.229;0.354266;0.0687585;-0.587337
;1;0;0;0;"99;99";"99;99";;781;0;3;Person;90.8203;OK;-0.942536;0.0818453;4.05201;0.172927;0.00302387;-0.0287725
;1;0;0;0;"99;99";"99;99";;781;1;1;Person;47.4609;OK;2.89715;-2.67472;24.1489;0.40996;0.0842512;-0.720355
;1;0;0;0;"99;99";"99;99";;782;0;3;Person;91.7969;OK;-0.96932;0.0817019;4.05049;0.209328;0.00369375;-0.0348289
;1;0;0;0;"99;99";"99;99";;782;1;1;Person;45.8008;OK;2.92965;-2.66008;23.9994;0.474497;0.109665;-0.935533
;1;0;0;0;"99;99";"99;99";;783;0;3;Person;92.3828;OK;-0.991781;0.08158;4.04958;0.230582;0.00407065;-0.0383653
;1;0;0;0;"99;99";"99;99";;783;1;1;Person;45.1416;OK;2.96037;-2.64759;23.9245;0.508436;0.114285;-0.975264
;1;0;0;0;"99;99";"99;99";;784;0;3;Person;92.7734;OK;-1.01925;0.0815424;4.04784;0.284231;0.00502305;-0.0472913
